zone;country;name;area;population
117;IE;Botanic C;0.29709936;3169.606054
118;IE;Cabra East A;1.41486056;6768.881868
119;IE;Cabra East B;0.46141548;2482.339301
120;IE;Cabra East C;0.456799;3279.404364
121;IE;Cabra West A;0.44522061;1244.903251
122;IE;Cabra West B;0.4563966;1975.648758
123;IE;Cabra West C;0.57060212;3180.262435
124;IE;Cabra West D;0.5990267;3157.994181
125;IE;Clontarf East A;2.11664506;4555
126;IE;Clontarf East B;3.48076311;4658
127;IE;Clontarf East C;0.82734307;2474.467238
128;IE;Clontarf East D;0.62264588;1830.38705
129;IE;Clontarf East E;0.41124963;1275.66316
130;IE;Knocknagashel;41.18471794;745
131;IE;Monaghan Rural;28.89039144;6902
132;IE;Rackwallace;23.51108113;920
133;IE;Scotstown;23.82904013;1130
134;IE;Shanmullagh;13.76460236;220
135;IE;Sheskin;36.23134157;645
136;IE;Tedavnet;22.69802711;798
137;IE;Tehallan;17.11131865;745
138;IE;Tullycorbet;27.25626339;630
139;IE;Ardamine;25.31298065;3760
140;IE;Balloughter;22.27356665;790
141;IE;Ballybeg;24.04474172;603
142;IE;Ballycanew;18.36507068;1130
143;IE;Ballyellis;12.67012162;455
144;IE;Ballygarrett;20.33693166;714
145;IE;Ballylarkin;17.68384986;787
146;IE;Ballynestragh;21.82199619;1069
147;IE;Cahore;18.63088916;469
148;IE;Coolgreany;25.35919466;1209
149;IE;Courtown;33.10422296;2596
150;IE;Ford;15.2555948;555
151;IE;Gorey Rural;30.0948512;7989
152;IE;Gorey Urban;1.70589804;3529.941606
153;IE;Kilcomb;25.08789719;809
154;IE;Kilgorman;17.05937698;881
155;IE;Killenagh;16.17185653;604
156;IE;Killincooly;9.97071589;654
157;IE;Liscananaun;21.30919934;1580
158;IE;Lisín an Bhealaigh;17.4535357;1349
159;IE;Maigh Cuilinn;27.33783063;2249
160;IE;Oranmore;22.36793493;3037
161;IE;Sailearna;68.40967816;1420
162;IE;Sliabh an Aonaigh;57.90630788;791
163;IE;An Spidéal;35.54641383;1200
164;IE;Stradbally;16.34610363;1406
165;IE;Tulaigh Mhic Aodháin;28.78310822;2203
166;IE;Ballinastack;16.73486122;329
167;IE;Ballymoe;21.78834409;444
168;IE;Ballynakill;29.83547534;402
169;IE;Boyounagh;15.82977123;295
170;IE;Creggs;33.69460119;360
171;IE;Curraghmore;20.49973569;155
172;IE;Glennamaddy;31.44059902;850
173;IE;Island;19.70490588;286
174;IE;Kilcroan;21.97062753;574
175;IE;Kiltullagh;15.91551114;174
176;IE;Raheen;22.93775715;458
177;IE;Scregg;19.36011697;222
178;IE;Shankill;18.82388235;295
179;IE;Templetogher;24.73421004;392
180;IE;Toberroe;22.36322797;268
181;IE;Ardamullivan;41.83498985;655
182;IE;Ardrahan;9.80058454;536
183;IE;Ballycahalan;29.93708174;176
184;IE;Beagh;35.84183806;683
185;IE;Cahermore;21.79897982;620
186;IE;Cappard;14.32274864;116
187;IE;Castletaylor;15.15528476;509
188;IE;Doorus;11.94008294;740
189;IE;Drumacoo;20.13380502;1196
190;IE;Gort;11.19655457;2946
191;IE;Kilbeacanty;18.33645858;326
192;IE;Killeely;26.84918439;1568
193;IE;Killeenavarra;25.16050366;983
194;IE;Killinny;33.65213915;463
195;IE;Kiltartan;31.87872168;847
196;IE;Kilthomas;21.39204707;65
197;IE;Kinvarra;32.76076612;1080
198;IE;Rahasane;15.70708607;478
199;IE;Skehanagh;15.90151447;631
200;IE;Aille;32.59951531;415
201;IE;Athenry;25.44153111;5257
202;IE;Ballynagar;23.31855284;176
203;IE;Bracklagh;27.32983683;466
204;IE;Bullaun;13.61739742;332
205;IE;Cappalusk;29.93722216;432
206;IE;Castleboy;24.77993957;542
207;IE;Cloonkeen;35.10113285;532
208;IE;Colmanstown;9.89665111;129
209;IE;Craughwell;24.01163101;1961
210;IE;Derrylaur;40.8076765;119
211;IE;Drumkeary;24.08736543;566
212;IE;Graigabbey;12.79694172;425
213;IE;Grange;35.4620304;683
214;IE;Greethill;23.18216806;858
215;IE;Kilchreest;23.53891654;273
216;IE;Kilconickny;15.63887552;452
217;IE;Kilconierin;19.48138964;539
218;IE;Killimor;12.08309259;305
219;IE;Killogilleen;25.25134102;897
220;IE;Kilmeen;30.29430294;598
221;IE;Kilreekill;22.46265271;312
222;IE;Kilteskill;20.68379932;344
223;IE;Lackalea;12.4126017;476
224;IE;Leitrim;17.25379828;422
225;IE;Loughatorick;38.4792575;30
226;IE;Loughrea Rural;27.45973032;2050
227;IE;Loughrea Urban;5.32825564;4437
228;IE;Marblehill;35.66597731;382
229;IE;Mountain;24.41875599;305
230;IE;Moyode;13.14789211;254
231;IE;Raford;15.70817408;514
232;IE;Tiaquin;22.3366933;649
233;IE;Woodford;23.52742973;459
234;IE;Annagh;23.06945031;413
235;IE;Ballynakill;33.65697057;556
236;IE;Caltra;15.14758521;367
237;IE;Castleblakeney;14.91214188;427
238;IE;Castleffrench;34.47287458;524
239;IE;Clonbrock;33.63820128;647
240;IE;Cloonkeen;21.18164436;291
241;IE;Cooloo;27.91075095;575
242;IE;Killeroran;55.41989338;1278
243;IE;Killian;26.62149639;387
244;IE;Mount Bellew;43.80367948;1932
245;IE;Clontarf West A;0.70129781;3849.228249
246;IE;Clontarf West B;0.3962681;2160.281421
247;IE;Clontarf West C;1.05100541;3522.243545
248;IE;Clontarf West D;0.82350109;4993.042905
249;IE;Clontarf West E;0.32344251;1760.35607
250;IE;Drumcondra South A;1.03895494;5817.838305
251;IE;Drumcondra South B;0.34164121;2027.45775
252;IE;Drumcondra South C;0.74668054;3507.073421
253;IE;Edenmore;0.58175737;8823
254;IE;Finglas North A;0.72578088;2308.445438
255;IE;Finglas North B;0.64754089;2864.239286
256;IE;Finglas North C;1.11567193;4192.387709
257;IE;Finglas South A;0.58378704;2443.910123
258;IE;Finglas South B;1.00005925;4517.464236
259;IE;Finglas South C;0.36747557;1836.375056
260;IE;Finglas South D;0.4409942;1611.663933
261;IE;Turner's Cross C;0.21864943;801.8202511
262;IE;Turner's Cross D;0.25759648;587.0434733
263;IE;Clonakilty Urban;4.6085831;4339
264;IE;Cobh Urban;2.37869304;4138.413021
265;IE;Fermoy Urban;1.30361395;2629
266;IE;Kinsale Urban;1.09962704;1790.175114
267;IE;Macroom Urban;10.98508727;4130
268;IE;Mallow North Urban;3.87418013;6015
269;IE;Mallow South Urban;2.607796;3148
270;IE;Midleton Urban;1.61655491;5823
271;IE;Skibbereen Urban;4.15656015;2524
272;IE;Youghal Urban;4.89944299;4293
273;IE;Ballinadee;17.97186331;491
274;IE;Ballygroman;18.14912247;1646
275;IE;Ballymodan;28.39329863;3337
276;IE;Ballymurphy;14.89144648;917
277;IE;Bandon;0.83648522;1721.539687
278;IE;Baurleigh;12.80862241;378
279;IE;Bengour;16.55262977;334
280;IE;Boulteen;21.27892984;652
281;IE;Brinny;21.20505741;594
282;IE;Cashel;15.12350895;361
283;IE;Inishannon;20.02214656;1714
284;IE;Kilbonane;19.98195665;1187
285;IE;Kilbrittain;13.88526815;595
286;IE;Kilbrogan;35.24713381;3059
287;IE;Knockavilly;14.80588694;542
288;IE;Knockroe;20.13142126;683
289;IE;Moviddy;30.99045283;1237
290;IE;Murragh;18.4283938;530
291;IE;Rathclarin;22.61120126;655
292;IE;Teadies;19.29312482;606
293;IE;Templemartin;30.57699409;862
294;IE;Ahil;56.58061263;190
295;IE;Bantry Rural;32.47051221;1297
296;IE;Bantry Urban;10.00087089;3019
297;IE;Douce;37.2570754;225
298;IE;Durrus East;16.83591846;435
299;IE;Durrus West;21.0704573;426
300;IE;Glanlough;15.35060662;195
301;IE;Kealkill;30.30274849;646
302;IE;Kilcaskan;66.92584417;682
303;IE;Mealagh;29.01833459;381
304;IE;Scart;23.27210651;279
305;IE;Seefin;20.42197679;267
306;IE;Whiddy;4.23748045;17
307;IE;Adrigole;62.32858121;452
308;IE;Bear;18.0548813;154
309;IE;Coulagh;41.21774265;512
310;IE;Curryglass;37.18670918;343
311;IE;Kilcatherine;60.73887685;771
312;IE;Killaconenagh;43.51420204;1501
313;IE;Kilnamanagh;36.70054314;288
314;IE;Abbeymahon;18.8808172;699
315;IE;Ardfield;17.94143457;695
316;IE;Argideen;16.27343776;408
317;IE;Butlerstown;17.50847858;453
318;IE;Cahermore;19.37052136;354
319;IE;Castleventry;13.05633948;277
320;IE;Clonakilty Rural;26.75931795;1546
321;IE;Coolcraheen;16.88536633;639
322;IE;Courtmacsherry;9.6708994;750
323;IE;Derry;17.31626986;550
324;IE;Kilkerranmore;15.06456486;566
325;IE;Kilmaloda East;13.66202872;333
326;IE;Kilmaloda West;11.75236502;327
327;IE;Kilmoylerane;14.07441228;366
328;IE;Kilnagross;15.97039433;570
329;IE;Knocks;12.83842801;281
330;IE;Rathbarry;16.47807936;501
331;IE;Rosscarbery;10.0491114;577
332;IE;Rossmore;13.52766074;323
333;IE;Templeomalus;17.68032468;711
334;IE;Timoleague;11.81838192;716
335;IE;Ballincollig;31.60894428;19733
336;IE;Ballygarvan;17.50921866;1101
337;IE;Ballynaglogh;15.97197633;548
338;IE;Bishopstown;1.37907137;358
339;IE;Blackpool;29.55591922;1003
340;IE;Blarney;23.29188911;5388
341;IE;Caherlag;31.99253915;7704
342;IE;Carrigaline (Cork r.a.);25.59977368;10565
343;IE;Carrignavar;33.03035586;1116
344;IE;Carrigrohanebeg;23.20419682;2439
345;IE;Cobh Rural;32.50362067;11487
346;IE;Douglas;31.96665017;22893
347;IE;Dripsey;25.80457153;1330
348;IE;Dunderrow;21.15137597;1330
349;IE;Ballysax East;20.70189583;1840
350;IE;Ballysax West;14.46139587;1520
351;IE;Bodenstown;28.00178118;3682
352;IE;Carnalway;30.49553965;2156
353;IE;Carragh;12.95033801;1613
354;IE;Clane;18.88109936;7154
355;IE;Donore;20.19878985;887
356;IE;Downings;16.04715953;2930
357;IE;Droichead Nua Rural;19.25300361;2754
358;IE;Droichead Nua Urban;2.80398984;5774
359;IE;Dunmurry;16.09785875;454
360;IE;Feighcullen;11.02133372;685
361;IE;Gilltown;32.29757924;967
362;IE;Kilcullen;17.86456334;3079
363;IE;Kildare;37.10929913;9931
364;IE;Killashee;13.87865622;289
365;IE;Kilmeage North;22.58660834;2158
366;IE;Kilmeage South;17.62697744;2058
367;IE;Kilteel;17.48727426;579
368;IE;Ladytown;20.12454748;987
369;IE;Morristownbiller;17.07635715;16370
370;IE;Naas Rural;13.5553465;5267
371;IE;Newtown;20.40013295;2154
372;IE;Oldconnell;17.81796127;1385
373;IE;Oughterard;15.91873083;798
374;IE;Pollardstown;10.84202418;292
375;IE;Rathernan;17.44797329;532
376;IE;Rathmore;24.32256069;1735
377;IE;Robertstown;14.05098531;2335
378;IE;Timahoe North;36.09439685;1184
379;IE;Timahoe South;16.98241182;749
380;IE;Usk;18.96855022;561
381;IE;Kilkenny No. 1 Urban;1.83326893;4377
382;IE;Kilkenny No. 2 Urban;1.90961716;4761
383;IE;Burnchurch;14.32158805;603
384;IE;Callan Rural;40.91214362;2481
385;IE;Callan Urban;1.5218078;997.8364424
386;IE;Coolaghmore;26.0541457;423
387;IE;Taghboy;25.98344613;211
388;IE;Camas;35.90180039;287
389;IE;An Fhairche;59.44228195;1212
390;IE;Conga;92.09816892;472
391;IE;An Crompán;34.59606282;2343
392;IE;An Chorr;45.52571197;186
393;IE;Firmount;20.27946053;713
394;IE;Glenville;20.71767815;603
395;IE;Greenfort;20.30824628;812
396;IE;Roscommon Rural;44.91597647;4691
397;IE;Roscommon Urban;1.50612069;1923
398;IE;Rosmoylan;18.9365772;172
399;IE;Rossmore;18.0982516;202
400;IE;Scregg;18.49967899;369
401;IE;Strokestown;18.08964327;1048
402;IE;Termonbarry;16.37628473;837
403;IE;Tulsk;18.92083917;254
404;IE;Sligo East;2.76727131;6975
405;IE;Sligo North;5.01497414;4293
406;IE;Sligo West;5.3394098;5571
407;IE;Aghanagh;29.37932567;395
408;IE;Ballynashee;27.70058199;325
409;IE;Coolavin;32.16180371;445
410;IE;Cuilmore;26.81500583;482
411;IE;Drumrat;22.39441862;614
412;IE;Kilfree;17.33952526;546
413;IE;Killadoon;22.52933229;280
414;IE;Killaraght;41.7490601;386
415;IE;Kilmactranny;28.57208646;296
416;IE;Kilshalvy;21.91516766;318
417;IE;Shancough;19.65231223;149
418;IE;Templevanny;23.45991656;233
419;IE;Toomour;16.51541279;181
420;IE;Aughris;9.4282131;140
421;IE;Buncrowey;25.91179231;223
422;IE;Castleconor West;36.90207434;1108
423;IE;Dromard East;12.88846533;196
424;IE;Dromard West;15.03462241;197
425;IE;Dromore;12.21340231;534
426;IE;Easky East;19.74458904;656
427;IE;Easky West;28.12980027;568
428;IE;Kilglass;23.67747637;1399
429;IE;Mullagheruse;53.85618028;41
430;IE;Rathmacurkey;31.82824895;608
431;IE;Skreen;30.36114458;171
432;IE;Templeboy North;13.05644057;320
433;IE;Templeboy South;29.11904783;151
434;IE;Toberpatrick East;10.77640871;192
435;IE;Toberpatrick West;12.87743869;330
436;IE;Ballintogher East;26.32348878;586
437;IE;Ballintogher West;22.81063364;588
438;IE;Ballymote;25.17795841;2006
439;IE;Ballynakill;20.10017236;444
440;IE;Ballysadare East;13.85604785;1399
441;IE;Ballysadare West;19.54208685;349
442;IE;Bricklieve;14.99324988;210
443;IE;Calry;44.98230695;2514
444;IE;Carrickbanagher;18.99880797;700
445;IE;Cliffony North;19.88851389;892
446;IE;Cliffony South;19.67331353;540
447;IE;Collooney;26.72868235;2145
448;IE;Drumcliff East;14.04071641;809
449;IE;Drumcliff West;14.85105172;1448
450;IE;Drumcolumb;23.95430288;285
451;IE;Drumfin;18.29010904;424
452;IE;Glencar;14.06481519;261
453;IE;Kilmacowen;24.04431104;2542
454;IE;Knockaree;23.68175183;2937
455;IE;Lakeview;18.00439559;415
456;IE;Lisconny;15.8983683;375
457;IE;Lissadill East;17.38615528;943
458;IE;Lissadill North;19.43519262;1417
459;IE;Lissadill West;16.67636404;588
460;IE;Riverstown;18.63840861;713
461;IE;Rossinver East;33.81743858;225
462;IE;Rossinver West;19.04041865;274
463;IE;Achonry East;25.30052813;356
464;IE;Achonry West;31.56981316;975
465;IE;Aclare;24.70536408;176
466;IE;Annagh;13.57339236;190
467;IE;Banada;37.25415826;591
468;IE;Branchfield;15.62536028;90
469;IE;Breencorragh;37.72404841;122
470;IE;Carrownaskeagh;21.48160331;98
471;IE;Cloonacool;31.24403921;274
472;IE;Cloonoghill;16.31662812;283
473;IE;Coolaney;23.70509893;1313
474;IE;Glendarragh;37.21907532;159
475;IE;Kilmacteige;30.83093185;302
476;IE;Kilturra;16.19511976;226
477;IE;Leitrim;25.81111732;432
478;IE;Loughil;19.17356328;72
479;IE;Owenmore;16.05429118;104
480;IE;Streamstown;19.61196138;264
481;IE;Temple;13.77535017;373
482;IE;Tobercurry;37.81905735;2833
483;IE;Cavan Urban;2.01674436;2878
484;IE;Bailieborough;46.19713126;4044
485;IE;Carnagarve;21.58660433;501
486;IE;Crossbane;21.078673;663
487;IE;Drumanespick;15.0022827;451
488;IE;Enniskeen;19.01364366;410
489;IE;Killinkere;22.28269749;514
490;IE;Dunnamaggan;18.08347301;370
491;IE;Earlstown;12.45649919;187
492;IE;Kells;18.92343238;750
493;IE;Killamery;12.96830468;184
494;IE;Kilmaganny;31.43119152;842
495;IE;Kilmanagh;22.88602267;448
496;IE;Mallardstown;15.09999003;260
497;IE;Scotsborough;14.76685783;228
498;IE;Tullaghanbrogue;22.15614239;439
499;IE;Boolyglass;12.57360591;155
500;IE;Fiddown;17.62640986;959
501;IE;Muckalee;12.09903243;146
502;IE;Pilltown;19.02240703;1679
503;IE;Templeorum;17.24320394;517
504;IE;Tubbrid;21.30523043;392
505;IE;Tullahought;13.57328758;224
506;IE;Whitechurch;17.59822294;435
507;IE;Attanagh;25.11049762;388
508;IE;Ballyragget;26.65990192;1631
509;IE;Castlecomer;30.63092392;2308
510;IE;Clogh;34.89956333;1443
511;IE;Clogharinka;14.89469751;216
512;IE;Kilmacar;23.35754343;381
513;IE;Moneenroe;32.46213478;1039
514;IE;Mothell;26.12079123;484
515;IE;Muckalee;20.0531596;580
516;IE;Brownsford;10.45326683;112
517;IE;Dysartmoon;10.88455338;351
518;IE;Jerpoint West;22.24905926;208
519;IE;Listerlin;15.98192523;431
520;IE;Rosbercon Rural;11.32963645;1095
521;IE;Shanbogh;16.77986694;582
522;IE;The Rower;29.1961565;807
523;IE;Ballinamara;17.45090895;327
524;IE;Ballybeagh;22.56289686;248
525;IE;Ballycallan;21.04759197;449
526;IE;Clara;21.37025404;605
527;IE;Coolcraheen;21.48674025;510
528;IE;Dunbell;23.44029858;550
529;IE;Dunmore;13.52586067;536
530;IE;Freshford;21.67195281;993
531;IE;Gowran;25.79470318;1534
532;IE;Grange;19.18221209;850
533;IE;Kilkenny Rural;40.24069499;18757
534;IE;Kilkieran;23.18693672;645
535;IE;Odagh;18.01563429;440
536;IE;Outrath;17.41393982;792
537;IE;Paulstown;14.4766552;814
538;IE;Rathealy;13.15920046;219
539;IE;St. Canice;20.9875609;609
540;IE;Shankill;26.9979697;1062
541;IE;Tiscoffin;22.90563157;497
542;IE;Tullaroan;15.78399931;310
543;IE;Aghaviller;17.61082432;453
544;IE;Ballyhale;8.48299526;491
545;IE;Lackabaun;29.16994336;503
546;IE;Millbrook;31.56192223;444
547;IE;Mount Eagle;36.66843848;166
548;IE;Nohaval;24.95011559;386
549;IE;O'Brennan;29.45502004;513
550;IE;Ratass;16.42832122;1300
551;IE;Scartaglin;20.64185532;831
552;IE;Tralee Rural;27.97902793;15939
553;IE;Tubrid;24.82586957;858
554;IE;Abbey A;2.72146218;4971
555;IE;Abbey B;1.03137442;3052.488342
556;IE;Abbey C;0.12541701;617.1536272
557;IE;Abbey D;0.3385523;1447.989879
558;IE;Ballinacurra A;1.84938147;2084.224056
559;IE;Ballinacurra B;0.69846071;1387.26629
560;IE;Ballynanty;1.34388577;4887
561;IE;Castle A;0.31311244;1227.446854
562;IE;Castle B;0.11744887;421.726981
563;IE;Castle C;0.59818056;1577.80049
564;IE;Castle D;0.94143364;1363.873698
565;IE;Coolraine;0.53460232;1595.520946
566;IE;Custom House;0.14196156;751.7241027
567;IE;Dock A;0.15937028;563.3095613
568;IE;Dock B;0.15205169;669.3150535
569;IE;Dock C;0.28130006;1048.932879
570;IE;Dock D;0.59462333;1084.417942
571;IE;Farranshone;0.27651363;868.4134693
572;IE;Galvone A;0.7743514;1321.808055
573;IE;Galvone B;0.66003878;529.676308
574;IE;Glentworth A;0.24690643;1168.315747
575;IE;Glentworth B;0.26064353;874.3486237
576;IE;Glentworth C;0.22279939;758.8661907
577;IE;John's A;0.39464628;862.8039591
578;IE;John's B;0.28931124;879.1519627
579;IE;John's C;0.07417811;258.9321133
580;IE;Killeely A;0.48974283;1133.776078
581;IE;Killeely B;0.09839706;368.4525659
582;IE;Market;0.23175678;1084.255794
583;IE;Prospect A;0.16910269;651.2242401
584;IE;Prospect B;0.19928691;762.8025616
585;IE;Rathbane;0.57656574;977.5323062
586;IE;St. Laurence;0.84293761;4576
587;IE;Shannon A;0.12158168;645.8996153
588;IE;Shannon B;0.18593914;954.8771752
589;IE;Singland A;0.31639766;1142.445753
590;IE;Singland B;1.10755171;3803.290787
591;IE;Limerick North Rural;9.29422252;6960
592;IE;Abbeyville;13.48723648;264
593;IE;Adare North;17.9331206;470
594;IE;Adare South;21.96860462;2130
595;IE;Ballingarry;17.65986648;843
596;IE;Ballyagran;16.6380439;504
597;IE;Kilnahue;15.90720461;619
598;IE;Limerick;21.09802385;914
599;IE;Monamolin;19.15280848;760
600;IE;Monaseed;22.59333033;602
601;IE;Rossminoge;16.40434868;521
602;IE;Wells;25.03668697;909
603;IE;Wingfield;39.97154716;890
604;IE;Adamstown;13.93357978;613
605;IE;Ballyanne;22.1265224;793
606;IE;Ballyhack;22.41257946;1141
607;IE;Barrack Village;12.77847601;101
608;IE;Barronstown;18.99153439;660
609;IE;Carnagh;17.36342638;644
610;IE;Carrickbyrne;17.98359814;502
611;IE;Clongeen;20.54200877;798
612;IE;Clonleigh;15.48975597;400
613;IE;Grace Park;1.24373235;10306
614;IE;Grange A;1.67290735;13581
615;IE;Grange B;1.15853298;3944.146083
616;IE;Grange C;0.47356888;2455.036328
617;IE;Grange D;0.65356178;3312.70751
618;IE;Grange E;0.55364347;2840.366187
619;IE;Harmonstown A;0.6101146;2294.806536
620;IE;Harmonstown B;0.57773455;2924.033973
621;IE;Inns Quay A;0.31513547;4019.539835
622;IE;Inns Quay B;0.28383451;3542.094705
623;IE;Inns Quay C;0.28354918;3635.934293
624;IE;Kilmore A;0.76987127;3413.942668
625;IE;Kilmore B;0.48070786;2479.938924
626;IE;Kilmore C;0.52999559;2453.589988
627;IE;Kilmore D;0.5179567;2385.803894
628;IE;Mountjoy A;0.30225432;2847.642897
629;IE;Mountjoy B;0.22123314;2532.6341
630;IE;North City;0.56592043;6970.171708
631;IE;Ballygrennan;16.40269442;370
632;IE;Ballynabanoge;14.67165836;319
633;IE;Ballynoe;23.34019284;486
634;IE;Castletown;20.35047918;340
635;IE;Coolrus;19.59732059;398
636;IE;Crean;14.5006779;412
637;IE;Crecora;13.16488665;349
638;IE;Croom;18.15413494;1459
639;IE;Dunnaman;18.06554694;833
640;IE;Fedamore;19.86872241;1250
641;IE;Garrane;11.27254987;428
642;IE;Grange;16.36702743;571
643;IE;Kilfinny;14.92214238;300
644;IE;Kilpeacon;16.49141147;462
645;IE;Rathmore;12.74956027;314
646;IE;Fleanmore;12.58893719;264
647;IE;Glin;24.08612962;931
648;IE;Kilfergus;26.75937654;428
649;IE;Kilmoylan;36.15061554;396
650;IE;Ardpatrick;20.98336332;393
651;IE;Athlacca;17.21643356;385
652;IE;Ballymacshaneboy;24.34745661;452
653;IE;Bruff;19.93927031;1479
654;IE;Bruree;19.99137591;1218
655;IE;Bulgaden;14.65947126;307
656;IE;Cahercorney;17.87115035;724
657;IE;Colmanswell;30.18206246;560
658;IE;Darragh;18.53203502;341
659;IE;Dromin;25.9873546;554
660;IE;Emlygrennan;25.34885204;804
661;IE;Glenbrohane;20.08442803;308
662;IE;Griston;16.10899625;325
663;IE;Hospital;22.16171661;1332
664;IE;Kilflyn;19.43410932;188
665;IE;Kilmallock;22.30068768;2275
666;IE;Kilteely;17.85332332;599
667;IE;Knockainy;23.24315673;682
668;IE;Knocklong;18.75757002;860
669;IE;Particles;24.44003386;235
670;IE;Dunmain;11.01830029;241
671;IE;Fethard;15.80386044;839
672;IE;Horetown;21.08014599;616
673;IE;Inch;15.94070597;512
674;IE;Kilgarvan;14.93037125;325
675;IE;Killesk;21.28820684;769
676;IE;Kilmokea;17.0451707;566
