zone;country;name;area;population
1346;IE;Riverstown;20.41993427;640
1347;IE;Terryglass;36.50745969;473
1348;IE;Uskane;21.13144384;312
1349;IE;Abington;49.48639152;575
1350;IE;Aghnameadle;26.34985684;283
1351;IE;Ardcrony;16.51600688;534
1352;IE;Ballina;25.961684;2182
1353;IE;Ballygibbon;28.88285195;632
1354;IE;Ballymackey;30.72487349;601
1355;IE;Ballynaclogh;23.38479642;610
1356;IE;Birdhill;23.14530674;685
1357;IE;Burgesbeg;19.14432317;399
1358;IE;Carrigatogher;21.13117675;677
1359;IE;Castletown;42.76985041;1447
1360;IE;Derrycastle;22.65039191;600
1361;IE;Dolla;28.72870518;226
1362;IE;Greenhall;19.34033445;406
1363;IE;Kilcomenty;21.49476722;636
1364;IE;Kilkeary;24.74979948;570
1365;IE;Killoscully;26.29075575;493
1366;IE;Kilmore;36.50059966;783
1367;IE;Kilnaneave;29.47570498;466
1368;IE;Kilnarath;32.6820275;474
1369;IE;Knigh;23.64061414;776
1370;IE;Lackagh;16.69789886;29
1371;IE;Latteragh;27.95214903;684
1372;IE;Monsea;23.07362903;732
1373;IE;Nenagh Rural;33.94570875;2164
1374;IE;Newport;29.05001673;2872
1375;IE;Templederry;23.21004087;132
1376;IE;Youghalarra;29.57336285;930
1377;IE;Borrisnafarney;26.2230797;327
1378;IE;Bilberry;0.56342056;923.8377297
1379;IE;Centre A;0.17574436;495.0333475
1380;IE;Centre B;0.04699892;215.6294355
1381;IE;Cleaboy;0.68915524;1721.215294
1382;IE;Custom House A;0.08565911;173.2296826
1383;IE;Custom House B;0.16742748;425.9503778
1384;IE;Ferrybank;1.03844062;2105.534968
1385;IE;Gracedieu;7.17812156;1358
1386;IE;Grange South;4.28785107;4296
1387;IE;Grange Upper;0.80321314;1864.142581
1388;IE;Kilbarry;3.80062734;729
1389;IE;Kingsmeadow;0.50808102;1448.699728
1390;IE;Larchville;0.61773295;1228.393397
1391;IE;Tuckmill;11.58578065;266
1392;IE;Delgany;12.26412464;5081
1393;IE;Enniskerry;32.51191525;2677
1394;IE;Greystones;3.80263476;9392
1395;IE;Kilmacanoge;28.51934494;14845
1396;IE;Powerscourt;58.30135518;854
1397;IE;Altidore;19.29122548;353
1398;IE;Arklow Rural;63.52707841;1578
1399;IE;Aughrim;26.82717634;1712
1400;IE;Avoca;14.70478404;373
1401;IE;Ballinaclash;19.6952901;565
1402;IE;Ballinacor;52.09358388;474
1403;IE;Ballinderry;21.16833514;358
1404;IE;Ballyarthur;18.79471693;1296
1405;IE;Ballycullen;13.93820186;364
1406;IE;Brockagh;76.34931193;720
1407;IE;Calary;34.04203737;291
1408;IE;Cronebane;13.56610552;625
1409;IE;Dunganstown East;25.49911367;798
1410;IE;Dunganstown South;23.4287487;966
1411;IE;Dunganstown West;25.30107325;415
1412;IE;Ennereilly;19.78144417;342
1413;IE;Glendalough;61.89842449;308
1414;IE;Glenealy;39.84394333;2705
1415;IE;Kilbride;24.80791557;854
1416;IE;Kilcoole;23.91729874;9331
1417;IE;Killiskey;23.84162972;1080
1418;IE;Knockrath;70.86283008;145
1419;IE;Moneystown;13.95555244;255
1420;IE;Newcastle Lower;25.11566984;2063
1421;IE;Newcastle Upper;27.24307256;3604
1422;IE;Oldtown;19.45008353;499
1423;IE;Rathdrum;37.31090475;2588
1424;IE;Trooperstown;20.23111789;424
1425;IE;Wicklow Rural;34.03943923;9637
1426;IE;Aghowle;16.56574513;280
1427;IE;Ballingate;21.42852037;464
1428;IE;Ballinglen;17.63330542;182
1429;IE;Ballybeg;18.4469566;191
1430;IE;Carnew;23.90141516;1610
1431;IE;Coolattin;15.63893513;249
1432;IE;Coolballintaggart;40.67318571;496
1433;IE;Coolboy;16.5291253;628
1434;IE;Cronelea;13.76678378;139
1435;IE;Kilballyowen;17.59372139;564
1436;IE;Killinure;17.23259232;256
1437;IE;Money;14.8100239;112
1438;IE;Rath;16.15912024;264
1439;IE;Shillelagh;15.7681491;591
1440;IE;Tinahely;40.54711221;1607
1441;IE;Ennis No. 1 Urban;0.6913445;1847.37809
1442;IE;Ennis No. 2 Urban;0.45212264;1236.284427
1443;IE;Ennis No. 3 Urban;0.28597129;450.355116
1444;IE;Ennis No. 4 Urban;0.49763231;1178.25898
1445;IE;Kilrush Urban;5.3637223;2573
1446;IE;Carran;35.57740081;125
1447;IE;Castletown;25.18487529;97
1448;IE;Derreen;18.89102786;92
1449;IE;Drumcreehy;20.99596026;399
1450;IE;Gleninagh;28.62125027;144
1451;IE;Rathmines West A;0.65646064;5197.216179
1452;IE;Rathmines West B;0.33465175;2476.52966
1453;IE;Rathmines West C;0.4217663;2903.661099
1454;IE;Rathmines West D;0.375112;2447.711417
1455;IE;Rathmines West E;0.44991827;2967.371655
1456;IE;Rathmines West F;0.43758325;2846.167788
1457;IE;Royal Exchange A;0.44544387;4409.341302
1458;IE;Royal Exchange B;0.22139498;1667.612868
1459;IE;Saint Kevin's;0.62491957;5067.881903
1460;IE;South Dock;1.04922979;7280.919042
1461;IE;Terenure A;0.53849975;2973.500841
1462;IE;Terenure B;0.53537498;3041.893375
1463;IE;Terenure C;0.70824359;2795.229267
1464;IE;Terenure D;0.46228176;1014.369901
1465;IE;Ushers A;0.72313646;3691.681638
1466;IE;Ushers B;0.27001035;1953.163938
1467;IE;Ushers C;0.40024929;4033.832105
1468;IE;Ushers D;0.14694494;1099.222803
1469;IE;Ushers E;0.22323462;1927.515568
1470;IE;Ushers F;0.45184804;3582.529043
1471;IE;Walkinstown A;0.98672247;5420
1472;IE;Walkinstown B;0.34228302;1596.366422
1473;IE;Walkinstown C;0.4496249;2318.822866
1474;IE;Wood Quay A;0.1751882;2128.79253
1475;IE;Wood Quay B;0.2967776;3321.264719
1476;IE;Ballinascorney;24.22548308;542
1477;IE;Ballyboden;1.21672881;7873
1478;IE;Bohernabreena;43.95069254;10024
1479;IE;Clondalkin-Ballymount;3.12382901;2644
1480;IE;Clondalkin-Cappaghmore;2.11680065;3948
1481;IE;Clondalkin-Dunawley;4.7416438;10443
1482;IE;Clondalkin-Monastery;3.94761386;12012
1483;IE;Clondalkin-Moorfield;2.23825415;11212
1484;IE;Clondalkin-Rowlagh;0.72727426;3193.172405
1485;IE;Clondalkin Village;6.04273162;5318
1486;IE;Edmondstown;4.26617524;4453
1487;IE;Firhouse-Ballycullen;2.84762023;10002
1488;IE;Firhouse-Knocklyon;1.1176024;5040
1489;IE;Firhouse Village;2.41633368;9805.073412
1490;IE;Lucan-Esker;6.38610842;29884
1491;IE;Lucan Heights;3.67140347;10031
1492;IE;Lucan-St. Helens;9.88335382;9902
1493;IE;Newcastle;32.14676431;4191
1494;IE;Palmerston Village;1.16533169;3831.981226
1495;IE;Palmerston West;3.90661839;9255
1496;IE;Rathcoole;15.74109295;5085
1497;IE;Rathfarnham-Ballyroan;0.70127844;3129.407411
1498;IE;Rathfarnham-Butterfield;0.78616279;3126.019656
1499;IE;Rathfarnham-Hermitage;0.78500747;2913.110037
1500;IE;Rathfarnham-St. Enda's;1.06509617;8661
1501;IE;Rathfarnham Village;0.78171572;2584.516786
1502;IE;Saggart;13.21495946;5699
1503;IE;Tallaght-Avonbeg;0.37764303;1341.709861
1504;IE;Tallaght-Belgard;2.75700481;3380
1505;IE;Tallaght-Fettercairn;4.45812557;16050
1506;IE;Tallaght-Glenview;0.41565412;1664.09486
1507;IE;Tallaght-Jobstown;2.74473775;9368
1508;IE;Tallaght-Killinardan;0.7410935;2569.173193
1509;IE;Tallaght-Kilnamanagh;2.13751651;4658
1510;IE;Tallaght-Kiltipper;1.68895203;10081
1511;IE;Tallaght-Kingswood;1.71195371;4644
1512;IE;Tallaght-Millbrook;0.62798971;3261.256614
1513;IE;Tallaght-Oldbawn;1.45659825;6544.98447
1514;IE;Tallaght-Springfield;2.07393423;9620.449535
1515;IE;Tallaght-Tymon;2.01332172;4959.305267
1516;IE;Templeogue-Cypress;0.72546657;2788.912996
1517;IE;Templeogue-Kimmage Manor;1.08895069;4988.129052
1518;IE;Templeogue-Limekiln;1.09743849;3377.512672
1519;IE;Templeogue-Orwell;0.4731635;2199.971799
1520;IE;Templeogue-Osprey;1.38832582;3098.577672
1521;IE;Templeogue Village;0.51299385;2073.409906
1522;IE;Terenure-Cherryfield;0.45458298;2189.607565
1523;IE;Cappalough;16.40743161;360
1524;IE;Cardtown;25.2503862;161
1525;IE;Rockhill;17.10456839;307
1526;IE;Tobernea;21.24986749;840
1527;IE;Uregare;23.48190516;641
1528;IE;Abington;22.01864845;1408
1529;IE;Ballybricken;29.70756116;1829
1530;IE;Ballycummin;19.99994326;18112
1531;IE;Ballysimon;30.59179341;12343
1532;IE;Ballyvarra;38.19238169;4591
1533;IE;Caherconlish East;19.80373508;418
1534;IE;Caherconlish West;24.31747384;2268
1535;IE;Caherelly;11.46006589;353
1536;IE;Cappamore;18.51638256;1363
1537;IE;Carrig;14.98346863;641
1538;IE;Castleconnell;22.36714706;2952
1539;IE;Clarina;21.69623977;1681
1540;IE;Clonkeen;16.1573505;610
1541;IE;Doon West;23.622798;195
1542;IE;Glenstal;33.1045407;1302
1543;IE;Kilmurry;26.1652752;976
1544;IE;Limerick South Rural;5.87072096;2264
1545;IE;Patrickswell;12.55336443;1622
1546;IE;Roxborough;24.01892014;1568
1547;IE;Anglesborough;25.00980012;362
1548;IE;Ballylanders;12.53712891;628
1549;IE;Cullane;18.70714907;414
1550;IE;Duntryleague;16.6096169;387
1551;IE;Galbally;16.08552573;535
1552;IE;Kilbeheny;25.35736817;214
1553;IE;Kilglass;12.8598884;333
1554;IE;Knocknascrow;14.20569147;196
1555;IE;Riversdale;14.69244981;201
1556;IE;Abbeyfeale;14.86270295;2497
1557;IE;Ardagh;26.13536605;929
1558;IE;Ballintober;15.78438028;383
1559;IE;Ballynoe West;13.03583145;360
1560;IE;Boola;10.21536929;142
1561;IE;Broadford;28.91542899;881
1562;IE;Caher;13.0113692;406
1563;IE;Cloncagh;16.67558623;276
1564;IE;Danganbeg;18.64006654;484
1565;IE;Dromcolliher;26.16636183;990
1566;IE;Dromtrasna;29.15563957;938
1567;IE;Feenagh;14.18737009;333
1568;IE;Garryduff;15.29025282;271
1569;IE;Glenagower;18.14706699;434
1570;IE;Glengort;32.25111795;684
1571;IE;Glensharrold;19.46500581;441
1572;IE;Kilmeedy;14.5821873;364
1573;IE;Knockaderry;15.01253437;609
1574;IE;Mahoonagh;12.94512588;380
1575;IE;Monagay;35.09234615;1208
1576;IE;Mountcollins;17.59794855;470
1577;IE;Mountplummer;20.99973314;338
1578;IE;Newcastle Rural;25.97510844;2083
1579;IE;Newcastle Urban;3.18968137;5292
1580;IE;Port;16.34441387;474
1581;IE;Rathronan;37.49199014;879
1582;IE;Rooskagh;20.80100509;241
1583;IE;Templeglentan;29.29276341;963
1584;IE;Askeaton East;14.51854583;1053
1585;IE;Askeaton West;14.2213257;746
1586;IE;Aughinish;11.36364578;245
1587;IE;Ballyallinan;23.11751828;449
1588;IE;Ballynacarriga;16.45617214;875
1589;IE;Castletown;15.04103919;547
1590;IE;Craggs;13.32298229;306
1591;IE;Croagh;22.34848816;790
1592;IE;Dromard;26.98127299;790
1593;IE;Dunmoylan East;21.54973809;412
1594;IE;Dunmoylan West;8.70660809;79
1595;IE;Iveruss;15.0626449;309
1596;IE;Kildimo;13.51240036;745
1597;IE;Kilscannell;20.84050929;433
1598;IE;Lismakeery;21.20397933;454
1599;IE;Loghill;22.77276367;637
1600;IE;Mohernagh;6.04641448;167
1601;IE;Nantinan;21.95757609;734
1602;IE;Pallaskenry;12.81954226;982
1603;IE;Rathkeale Rural;9.73390294;342
1604;IE;Rathkeale Urban;6.0610456;1353
1605;IE;Riddlestown;21.92548922;643
1606;IE;Shanagolden;11.78815717;776
1607;IE;Shanid;17.95572557;575
1608;IE;Bilboa;25.92930324;392
1609;IE;Doon South;30.20511713;1353
1610;IE;Grean;32.79228066;1428
1611;IE;Oola;32.51034661;1101
1612;IE;Templebredon;22.8458746;569
1613;IE;Nenagh East Urban;4.69046217;4323
1614;IE;Nenagh West Urban;3.77509247;3963
1615;IE;Templemore;4.39502782;1624
1616;IE;Thurles Urban;5.14831904;5292
1617;IE;Aglishcloghane;26.33225469;243
1618;IE;St. Mary's  *;35.34396766;13526
1619;IE;Lisdoonvarna;12.97527036;960
1620;IE;Mount Elva;28.46874999;95
1621;IE;Noughaval;26.05935143;111
1622;IE;Oughtmama;38.64506764;126
1623;IE;Rathborney;29.29251992;93
1624;IE;Ballyeighter;9.37140109;67
1625;IE;Boston;48.18436607;272
1626;IE;Corrofin;34.17807867;1321
1627;IE;Glenroe;28.74596366;161
1628;IE;Killinaboy;31.29265502;338
1629;IE;Kiltoraght;19.16258576;231
1630;IE;Muckanagh;32.91011129;336
1631;IE;Rath;15.72139068;210
1632;IE;Ruan;28.8149496;625
1633;IE;Clareabbey;26.71192408;3360
1634;IE;Clenagh;31.14562587;9480
1635;IE;Crusheen;28.90885332;958
1636;IE;Doora;31.15873863;2183
1637;IE;Drumline;14.41544626;1765
1638;IE;Dysert;17.20897476;297
1639;IE;Ennis Rural;29.23310236;14462
1640;IE;Furroor;37.37862351;276
1641;IE;Kilcloher;25.2944943;689
1642;IE;Killanniv;26.62711178;761
1643;IE;Killone;15.95427304;531
1644;IE;Kilnamona;26.33865677;861
1645;IE;Kilraghtis;14.2990746;635
1646;IE;Kinturk;18.81469495;223
1647;IE;Newmarket;18.42561558;1048
1648;IE;Sixmilebridge;15.75872732;1660
1649;IE;Spancelhill;18.31784065;1588
1650;IE;Templemaley;21.77875707;1107
1651;IE;Cloonclare;19.87320961;201
1652;IE;Cloonlogher;33.30584533;291
1653;IE;Drumahaire;34.3402311;1575
1654;IE;Drumkeeran;28.7411695;444
1655;IE;Garvagh;17.91537595;130
1656;IE;Glenade;28.51301257;154
1657;IE;Glenaniff;33.25564884;163
1658;IE;Glenboy;25.7465352;203
1659;IE;Glencar;37.05905426;235
1660;IE;Killanummery;20.77754469;348
1661;IE;Killarga;32.90799039;91
1662;IE;Kiltyclogher;31.63990337;197
1663;IE;Lurganboy;29.62915802;457
1664;IE;Mahanagh;33.14720629;300
1665;IE;Manorhamilton;33.63229146;1907
1666;IE;Munakill;21.16549073;172
1667;IE;Sramore;29.7614615;386
1668;IE;St. Patrick's;28.9291442;145
1669;IE;Aghavas;16.31615445;246
1670;IE;Beihy;22.2970425;387
1671;IE;Breandrum;16.63560459;213
1672;IE;Bunnybeg;13.10277717;226
1673;IE;Carrigallen East;14.01808673;283
1674;IE;Carrigallen West;15.75150113;635
1675;IE;Cashel;11.41942714;177
1676;IE;Castlefore;14.07621625;240
1677;IE;Cattan;16.66592517;237
1678;IE;Cloone;18.04509018;394
1679;IE;Corriga;12.38134899;149
1680;IE;Drumard;12.67769009;208
1681;IE;Drumdoo;15.55909862;289
1682;IE;Drumod;22.17301437;963
1683;IE;Fenagh;15.39921587;420
1684;IE;Gortermone;16.55600067;241
1685;IE;Keeldra;15.29860081;157
1686;IE;Lisgillock;14.25693;192
1687;IE;Mohill;22.31920921;1330
1688;IE;Rinn;18.6135886;312
1689;IE;Riverstown;21.83081329;215
1690;IE;Roosky;18.61076063;442
1691;IE;Rowan;16.81830855;245
1692;IE;Ardnaree South Urban;1.70010394;2090.025928
1693;IE;Ballina Urban;2.72999802;4558
1694;IE;Castlebar Urban;4.00498706;6631
1695;IE;Westport Urban;8.11867519;5048
1696;IE;Ardagh;19.18846408;315
1697;IE;Ardnaree North;18.40545139;787
1698;IE;Ardnaree South Rural;19.52429398;3114
1699;IE;Attymass East;21.00473678;402
1700;IE;Attymass West;20.08309575;299
1701;IE;Ballina Rural;33.83554038;3775
1702;IE;Ballycastle;63.87611823;610
1703;IE;Ballysakeery;27.64773089;907
1704;IE;Béal Deirg Mór;79.64524849;156
1705;IE;Bunaveela;54.4508946;93
1706;IE;Carrowmore;33.7666329;965
1707;IE;Crossmolina North;28.26431693;748
1708;IE;Crossmolina South;38.67806676;1121
1709;IE;Deel;43.07903837;495
1710;IE;Derry;65.50683067;136
1711;IE;Fortland;24.54579281;561
1712;IE;Kilfian East;24.76942089;299
1713;IE;Kilfian South;74.64561962;243
1714;IE;Kilfian West;86.44421695;89
1715;IE;Kilgarvan;55.09288486;708
1716;IE;Killala;41.189588;1139
1717;IE;Lackan North;34.83425583;307
1718;IE;Lackan South;20.25277794;391
1719;IE;Letterbrick;34.91651063;128
1720;IE;Mount Falcon;37.94785071;1106
1721;IE;Rathoma;17.62503992;230
1722;IE;Sallymount;29.36351864;498
1723;IE;Sraheen;25.94324855;1514
1724;IE;Baile an Chalaidh;44.22840252;236
1725;IE;Terenure-Greentrees;0.66955198;3382.245747
1726;IE;Terenure-St. James;0.62905779;1917.896533
1727;IE;Airport;8.65897396;4807
1728;IE;Balbriggan Rural;25.66360057;14664
1729;IE;Balbriggan Urban;2.21108513;8918
1730;IE;Baldoyle;2.67953317;4647
1731;IE;Kilpatrick;12.78328576;343
1732;IE;Kinsale Rural;52.15750096;4641
1733;IE;Kinure;10.37887104;347
1734;IE;Laherne;10.35213894;507
1735;IE;Leighmoney;20.16747463;791
1736;IE;Liscleary;20.41208892;5537
1737;IE;Nohaval;8.98832168;333
1738;IE;Templebreedy;12.90250441;3238
1739;IE;Templemichael;20.51095975;1094
1740;IE;Aghinagh;19.50699181;408
1741;IE;Aglish;25.60011828;1483
1742;IE;Béal Átha an Ghaorthaidh (Maigh Chr;33.91319401;570
1743;IE;Ceann Droma;15.80022828;398
1744;IE;Cannaway;22.74656409;646
1745;IE;Claonráth;27.79432294;225
1746;IE;Clondrohid;46.0777543;763
1747;IE;Clonmoyle;16.06764799;501
1748;IE;Doire Fhínín;18.75411238;214
1749;IE;Gort na Tiobratan;40.31108111;411
1750;IE;Gowlane;35.53786408;1166
1751;IE;Inchigeelagh;25.57382528;377
1752;IE;Kilberrihert;51.44328684;695
1753;IE;Kilcullen;34.45315993;932
1754;IE;Cill na Martra;27.50197715;612
1755;IE;Macloneigh;30.67354748;751
1756;IE;Magourney;21.47107435;1246
1757;IE;Mashanaglass;15.80507341;417
1758;IE;Mountrivers;35.51883888;705
1759;IE;Rahalisk;46.94598445;583
1760;IE;An Sliabh Riabhach;47.3671;1030
1761;IE;Na hUláin;31.43657389;477
1762;IE;Warrenscourt;26.4968773;983
1763;IE;Ardskeagh;19.43616021;499
1764;IE;Ballyclogh;26.20544918;748
1765;IE;Ballynamona;41.0242523;976
1766;IE;Buttevant;34.58388579;1643
1767;IE;Caherduggan;16.09919968;668
1768;IE;Churchtown;39.80007409;1229
1769;IE;Clenor;20.38614939;346
1770;IE;Doneraile;24.64471533;1387
1771;IE;Dromore;53.98570063;2585
1772;IE;Kilmaclenine;23.97478594;717
1773;IE;Kilshannig;57.57643721;1167
1774;IE;Liscarroll;19.0230151;589
1775;IE;Mallow Rural;32.87909287;4330
1776;IE;Milltown;19.44508219;434
1777;IE;Monanimy;35.7502145;816
1778;IE;Rahan;38.85108989;895
1779;IE;Rathluirc;18.8018716;4204
1780;IE;Shanballymore;21.98696541;650
1781;IE;Skahanagh;23.54939885;163
1782;IE;Springfort;20.77424536;532
1783;IE;Streamhill;18.34180729;85
1784;IE;Templemary;18.2914192;310
1785;IE;Wallstown;16.01484499;264
1786;IE;Ballintemple;20.13757542;580
1787;IE;Ballycottin;17.74981286;1251
1788;IE;Ballyspillane;13.31687016;288
1789;IE;Carrigtohill;48.06956272;7476
1790;IE;Castlemartyr;23.27270302;876
1791;IE;Clonmult;13.48796474;259
1792;IE;Cloyne;30.77647105;4447
1793;IE;Corkbeg;18.6500878;2326
1794;IE;Dangan;12.72092681;315
1795;IE;Dungourney;23.49087409;734
1796;IE;Garryvoe;15.4256001;608
1797;IE;Ightermurragh;29.76615092;2930
1798;IE;Inch;22.2276441;485
1799;IE;Lisgoold;28.74231457;984
1800;IE;Midleton Rural;38.27098945;6998
1801;IE;Mogeely;17.79475706;801
1802;IE;Rostellan;17.01029636;1367
1803;IE;Templebodan;29.83038256;509
1804;IE;Templenacarriga;26.04424297;721
1805;IE;Caherbarnagh;47.91328902;514
1806;IE;Coomlogane;48.57805982;1338
1807;IE;Crinnaloo;20.66283825;225
1808;IE;Cullen;17.40022082;446
1809;IE;Derragh;11.99500813;208
1810;IE;Doonasleen;18.96636241;368
1811;IE;Drishane;31.80793768;1550
1812;IE;Keale;19.90733207;306
1813;IE;Kilcorney;21.43452466;331
1814;IE;Knocknagree;26.18605014;703
1815;IE;Rathcool;17.87286749;545
1816;IE;Skagh;20.49411203;626
1817;IE;Ballyarthur;14.04635379;300
1818;IE;Derryvillane;23.38384708;554
1819;IE;Farahy;17.59909031;734
1820;IE;Kildorrery;17.94802404;399
1821;IE;Kilgullane;9.52996406;193
1822;IE;Kilphelan;21.03356055;484
1823;IE;Corkermore;25.89467275;278
1824;IE;Donegal;31.47410983;3995
1825;IE;Dunkineely;21.27546565;1001
1826;IE;Eanymore;28.01664599;506
1827;IE;Haugh;15.8338855;216
1828;IE;Inver;24.18778346;743
1829;IE;Laghy;43.10216829;719
1830;IE;Castlecuffe;29.95212016;373
1831;IE;Clonaslee;41.89394977;985
1832;IE;Clondarrig;15.19410751;1952
1833;IE;Clonin;13.28067987;225
1834;IE;Coolrain;11.93036612;313
1835;IE;Dangans;12.38552254;1750
1836;IE;Emo;37.40268773;1243
1837;IE;Garrymore;11.93734972;226
1838;IE;Graigue;12.98910849;207
1839;IE;Jamestown;14.1697505;725
1840;IE;Kilcolmanbane;20.01660906;752
1841;IE;Kilmullen;14.00338903;616
1842;IE;Kilmurry;9.34532574;264
1843;IE;Lacka;22.79789129;238
1844;IE;Marymount;14.07537409;121
1845;IE;Meelick;16.92498948;443
1846;IE;Mountmellick Rural;15.75060243;840
1847;IE;Mountmellick Urban;2.27720597;3033
1848;IE;Mountrath;23.78374083;2480
1849;IE;Nealstown;19.21496019;101
1850;IE;O'Moresforest;20.36283786;495
1851;IE;Portlaoighise Rural;21.76695955;16175
1852;IE;Portlaoighise Urban;2.04488677;4886
1853;IE;Rearymore;16.77000939;266
1854;IE;Rosenallis;19.15945058;389
1855;IE;Sallyford;19.69894061;630
1856;IE;Shaen;23.58755306;981
1857;IE;Tinnahinch;26.16090882;166
1858;IE;Trumra;16.83064605;226
1859;IE;Ballybrophy;10.08899301;181
1860;IE;Borris-in-Ossory;20.83655542;797
1861;IE;Clonmore;15.25316776;221
1862;IE;Errill;17.869911;480
1863;IE;Kyle;21.79456378;224
1864;IE;Kyle South;24.95042125;280
1865;IE;Moneenalassa;11.82760135;164
1866;IE;Moneymore;10.04695445;134
1867;IE;Rathsaran;15.47036111;440
1868;IE;Stamullin;37.6568569;5048
1869;IE;Ardbraccan;38.66366226;2055
1870;IE;Ardmulchan;24.21754818;955
1871;IE;Bective;20.31335077;954
1872;IE;Castletown;34.58963935;1026
1873;IE;Domhnach Phádraig;42.53308501;1702
1874;IE;Kentstown;30.65990017;2195
1875;IE;Navan Rural;59.05036211;27455
1876;IE;Painestown;32.92650006;1462
1877;IE;Rathkenny;22.26804304;677
1878;IE;Slane;23.77945353;1634
1879;IE;Stackallan;21.25034329;649
1880;IE;Tara;30.43958708;1225
1881;IE;Crossakeel;20.16792375;509
1882;IE;Crosskeys;16.17124443;355
1883;IE;Killallon;25.34211103;580
1884;IE;Killeagh;31.71546868;366
1885;IE;Knocklough;16.69513265;151
1886;IE;Moylagh;23.70265572;441
1887;IE;Oldcastle;32.70913886;2204
1888;IE;Stonefield;16.44370522;225
1889;IE;Ardnamullan;24.05888465;654
1890;IE;Baile Átha Buí;19.9897554;2000
1891;IE;Ballyboggan;28.15197927;488
1892;IE;Ballyconnell;25.3061417;737
1893;IE;Castlejordan;15.53642338;487
1894;IE;Castlerickard;20.03072786;2088
1895;IE;Cloghbrack;24.64142378;549
1896;IE;Clonmacduff;13.76833365;554
1897;IE;Gallow;24.75934237;890
1898;IE;Galtrim;20.92907227;720
1899;IE;Grennanstown;24.93659729;1754
1900;IE;Hill of Down;20.72171235;696
1901;IE;Innfield;34.25156962;4313
1902;IE;Cill Bhríde;16.05506332;557
1903;IE;Kilcooly;16.53761865;404
1904;IE;Kildalkey;26.17660434;1301
1905;IE;Killaconnigan;26.29710902;2189
1906;IE;Killyon;29.89321988;632
1907;IE;Laracor;21.52918373;513
1908;IE;Rahinstown;17.76983419;629
1909;IE;Rathmolyon;39.43164413;1455
1910;IE;An Ráth Mhór;27.9487418;1109
1911;IE;Summerhill;17.67794693;1389
1912;IE;Trim Rural;35.39437175;8386
1913;IE;Birr Urban;6.41122247;4370
1914;IE;Tullamore Urban;7.84161322;9983
1915;IE;Ballycumber;22.50473855;722
1916;IE;Banagher;19.85803192;1985
1917;IE;Birr Rural;19.86046163;1144
1918;IE;Broughal;18.10735094;131
1919;IE;Cloghan;28.06171091;1027
1920;IE;Clonmacnoise;30.29330634;334
1921;IE;Derrinboy;20.97147415;283
1922;IE;Derryad;29.70598311;251
1923;IE;Doon;31.26493424;473
1924;IE;Dromoyle;22.20487785;347
1925;IE;Drumcullen;25.59740908;416
1926;IE;Eglish;19.54389882;150
1927;IE;Ferbane;23.97363623;1079
1928;IE;Gallen;29.52713383;656
1929;IE;Hinds;19.20994311;312
1930;IE;Huntston;20.42285055;291
1931;IE;Kilcolman;24.57425102;362
1932;IE;Kilcormac;21.62414998;1391
1933;IE;Killyon;22.4485178;242
1934;IE;Kinnitty;33.74779917;539
1935;IE;Knockbarron;14.4724183;197
1936;IE;Lea;32.38853956;339
1937;IE;Letter;23.86615567;162
1938;IE;Lumcloon;19.63292127;317
1939;IE;Lusmagh;27.58363586;543
1940;IE;Mounterin;24.36988542;244
1941;IE;Moyclare;23.64841204;687
1942;IE;Seirkieran;20.87645115;516
1943;IE;Shannonbridge;23.86724205;284
1944;IE;Shannonharbour;20.17468853;357
1945;IE;Ballaghassaan;14.11182754;58
1946;IE;Ballyburly;24.33604917;1302
1947;IE;Ballymacwilliam;20.1761441;714
1948;IE;Bracknagh;48.81619426;926
1949;IE;Clonbulloge;44.76996071;862
1950;IE;Clonmore;17.11832609;423
1951;IE;Croghan;33.3209747;537
1952;IE;Edenderry Rural;36.13343212;846
1953;IE;Edenderry Urban;7.92130575;6733
1954;IE;Esker;28.10538258;422
1955;IE;Knockdrin;25.370217;221
1956;IE;Monasteroris;28.26053274;975
1957;IE;Aghancon;24.73331113;381
1958;IE;Ballincor;10.72311884;192
1959;IE;Barna;14.80959488;138
1960;IE;Cullenwaine;24.09172578;659
1961;IE;Lisduggan;0.13869237;412.1216455
1962;IE;Military Road;0.19673325;478.3825171
1963;IE;Morrisson's Avenue East;0.0972475;445.9055075
1964;IE;Morrisson's Avenue West;0.0656749;238.9252896
1965;IE;Morrisson's Road;0.06263012;304.4133433
1966;IE;Mount Sion;0.19648763;931.1602345
1967;IE;Newport's Square;0.07184355;347.1505441
1968;IE;Newtown;0.41007378;791.7867272
1969;IE;Park;0.76544819;1680.318224
1970;IE;Roanmore;0.15303826;667.7339072
1971;IE;Shortcourse;0.04502099;208.4653105
1972;IE;Slievekeale;0.21391449;860.2109657
1973;IE;The Glen;0.09484567;183.1110444
1974;IE;Ballinrobe;55.28902966;3718
1975;IE;Baile Óbha;33.18454502;209
1976;IE;Burriscarra;28.52275907;407
1977;IE;An Cheapaigh Dhuibh;47.35150027;369
1978;IE;Cong;35.87223154;920
1979;IE;Coonard;18.12886364;297
1980;IE;Dalgan;35.32423265;1163
1981;IE;Hollymount;34.87383275;768
1982;IE;Houndswood;31.88000692;594
1983;IE;Kilcommon;39.66353575;667
1984;IE;Kilmaine;40.10065909;924
1985;IE;Neale;49.26615382;765
1986;IE;Newbrook;37.25754739;558
1987;IE;Abhainn Bhrain;60.29089332;173
